Chemical Name;Chemical ID;CAS RN;Disease Name;Disease ID;Direct Evidence;Inference Network;Inference Score;Reference Count;;;;;;;;;;;
KT 5823;C073601;126643-37-6;Arthritis, Rheumatoid;MESH:D001172;;IL1B|IL6|TNF;8.05;7;;;;;;;;;;;
2-quinoxaline-carboxamide-N-adamantan-1-yl;C569355;;Arthritis, Rheumatoid;MESH:D001172;;IL1B|TNF;8.04;6;;;;;;;;;;;
3-benzoylpyridine;C040916;5424-19-1;Arthritis, Rheumatoid;MESH:D001172;;CAT|MPO;8.04;2;;;;;;;;;;;
Clavulanic Acid;D019818;58001-44-8;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|CXCL8|IL1B;8.04;5;;;;;;;;;;;
cyclic guanosine monophosphate-adenosine monophosphate;C584311;;Arthritis, Rheumatoid;MESH:D001172;;IL6|TNF;8.04;6;;;;;;;;;;;
glyceryl-isoeugenol;C560287;;Arthritis, Rheumatoid;MESH:D001172;;IL1B|TNF;8.04;6;;;;;;;;;;;
GSK872;C000633405;;Arthritis, Rheumatoid;MESH:D001172;;IL1B|TNF;8.04;6;;;;;;;;;;;
heclin;C000712650;;Arthritis, Rheumatoid;MESH:D001172;;IL6|TNF;8.04;6;;;;;;;;;;;
isopraeroside IV;C574016;;Arthritis, Rheumatoid;MESH:D001172;;IL6|TNF;8.04;6;;;;;;;;;;;
lipostabil;C005152;11096-62-1;Arthritis, Rheumatoid;MESH:D001172;;IL1B|TNF;8.04;6;;;;;;;;;;;
mitochondrial uncoupler BAM15;C000707874;;Arthritis, Rheumatoid;MESH:D001172;;IL1B|TNF;8.04;6;;;;;;;;;;;
N'-(2-phenylallyl)hydrazine;C506836;;Arthritis, Rheumatoid;MESH:D001172;;IL6|TNF;8.04;6;;;;;;;;;;;
SB 657510;C553589;;Arthritis, Rheumatoid;MESH:D001172;;IL1B|TNF;8.04;6;;;;;;;;;;;
timosaponin AIII;C543146;;Arthritis, Rheumatoid;MESH:D001172;;IL1B|TNF;8.04;6;;;;;;;;;;;
zinc nitrate;C042103;7779-88-6;Arthritis, Rheumatoid;MESH:D001172;;IL6|TNF;8.04;6;;;;;;;;;;;
Toluene;D014050;108-88-3;Sjogren's Syndrome;MESH:D012859;;FCGR2A|IL12A|STAT4|TNFAIP3;8.04;2;;;;;;;;;;;
2-morpholin-4-yl-6-thianthren-1-yl-pyran-4-one;C495818;;Arthritis, Rheumatoid;MESH:D001172;;IFNG|IL1B|TNF;8.03;6;;;;;;;;;;;
aza-(6)-gingerol;C562236;;Arthritis, Rheumatoid;MESH:D001172;;ADIPOQ|TNF;8.03;6;;;;;;;;;;;
IDN 5109;C404743;;Arthritis, Rheumatoid;MESH:D001172;;CXCL8|VEGFA;8.03;3;;;;;;;;;;;
mansonone G;C586321;;Arthritis, Rheumatoid;MESH:D001172;;ADIPOQ|TNF;8.03;6;;;;;;;;;;;
1;7-diphenyl-4;6-heptadien-3-ol;C558048;;Arthritis, Rheumatoid;MESH:D001172;;CCN1|TXNIP;8.02;1;;;;;;;;;
Gestodene;C033273;60282-87-3;Arthritis, Rheumatoid;MESH:D001172;;CP|CRP|F2;8.01;2;;;;;;;;;;;
Maneb;D008344;12427-38-2;Sjogren's Syndrome;MESH:D012859;;DGKQ|NCF1|STAT4|TNFAIP3;8.01;3;;;;;;;;;;;
2;2-di(4-methacryloxyphenyl)propane;C002462;3253-39-2;Arthritis, Rheumatoid;MESH:D001172;;AHR|PTGS2;8.00;3;;;;;;;;;;
bisbenzimide ethoxide trihydrochloride;C017807;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCG2;8.00;3;;;;;;;;;;;
Cetirizine;D017332;83881-51-0;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ALOX5|CXCL8;8.00;5;;;;;;;;;;;
Chlorpropham;D002748;101-21-3;Arthritis, Rheumatoid;MESH:D001172;;AHR|PTGS2;8.00;3;;;;;;;;;;;
desisobutyrylciclesonide;C494355;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCG2;8.00;3;;;;;;;;;;;
diosmetin;C039602;520-34-3;Arthritis, Rheumatoid;MESH:D001172;;IL18|IL1B|TNF;8.00;7;;;;;;;;;;;
chlorcyclizine;C084597;82-93-9;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|BMP4|HAPLN1|IL6ST;7.99;5;;;;;;;;;;;
dan-shen root extract;C028972;;Arthritis, Rheumatoid;MESH:D001172;;DNASE1L3|IL18|IL1B|IL6|STAT1|TNF;7.99;11;;;;;;;;;;;
Fatty Acids; Monounsaturated;D005229;;Arthritis, Rheumatoid;MESH:D001172;;CRP|PON1;7.99;2;;;;;;;;;;
liposomal amphotericin B;C068538;;Arthritis, Rheumatoid;MESH:D001172;;CXCL8|LCN2|TNF;7.99;8;;;;;;;;;;;
Thiophanate;D013875;23564-05-8;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|ABCC3|PTGS2;7.99;3;;;;;;;;;;;
1;2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide;C512968;;Arthritis, Rheumatoid;MESH:D001172;;CAT|SOD2;7.98;4;;;;;;;;;;
1;2-distearoyllecithin;C010942;4539-70-2;Arthritis, Rheumatoid;MESH:D001172;;CAT|SOD2;7.98;4;;;;;;;;;;
1;2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000);C519184;;Arthritis, Rheumatoid;MESH:D001172;;CAT|SOD2;7.98;4;;;;;;;;;;
2-tert-butyl-4-methylphenol;C054527;2409-55-4;Arthritis, Rheumatoid;MESH:D001172;;CAT|SOD2;7.98;4;;;;;;;;;;;
5-dimethylamiloride;C039465;1214-79-5;Arthritis, Rheumatoid;MESH:D001172;;IFNG|PTGS2;7.98;3;;;;;;;;;;;
Eosine I Bluish;D010697;18472-87-2;Arthritis, Rheumatoid;MESH:D001172;;CAT|IFNG;7.98;1;;;;;;;;;;;
idebenone;C036619;58186-27-9;Arthritis, Rheumatoid;MESH:D001172;;CCN2|SOD2;7.98;4;;;;;;;;;;;
6-isopropoxy-9-oxoxanthene-2-carboxylic acid;C053876;33458-93-4;Arthritis, Rheumatoid;MESH:D001172;;CXCL8|HSD11B1|PTGS2;7.97;3;;;;;;;;;;;
PAR-1-activating peptide;C462999;;Arthritis, Rheumatoid;MESH:D001172;;NCF1|PTGS2;7.97;4;;;;;;;;;;;
Linagliptin;D000069476;;Arthritis, Rheumatoid;MESH:D001172;;IL10|IL6|TNF;7.96;7;;;;;;;;;;;
1;2;3;4-tetrahydroisoquinoline;C014843;;Arthritis, Rheumatoid;MESH:D001172;;AHR|IL6;7.95;3;;;;;;;;
AG-879;C081020;;Arthritis, Rheumatoid;MESH:D001172;;AHR|IL6;7.95;3;;;;;;;;;;;
NCX 4040;C498045;;Arthritis, Rheumatoid;MESH:D001172;;ABCG2|AHR|PTGS2;7.95;4;;;;;;;;;;;
8-(4-methoxyphenyl)-4-oxo-4;6;7;8-tetrahydroimidazo(2;1-c)(1;2;4)triazine-3-carbohydrazide;C570019;;Arthritis, Rheumatoid;MESH:D001172;;MMP2|TNF;7.94;6;;;;;
butenafine;C067594;101828-21-1;Arthritis, Rheumatoid;MESH:D001172;;CXCL8|STAT1;7.94;3;;;;;;;;;;;
1H-(1;2;4)oxadiazolo(4;3-a)quinoxalin-1-one;C095284;;Arthritis, Rheumatoid;MESH:D001172;;IFNG|SOD2|TNF;7.93;8;;;;;;;;
cyclopamine;C000541;4449-51-8;Arthritis, Rheumatoid;MESH:D001172;;CAT|IL10|IL1B|IL6;7.93;5;;;;;;;;;;;
hyperforin;C001654;11079-53-1;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|CXCL8|FASLG;7.93;5;;;;;;;;;;;
taurolithocholic acid 3-sulfate;C066776;15324-65-9;Arthritis, Rheumatoid;MESH:D001172;;IFNG|IL6;7.93;2;;;;;;;;;;;
urushiol;C003747;53237-59-5;Arthritis, Rheumatoid;MESH:D001172;;CALD1|CXCL8|IL18|MMP10|PTPN2|VEGFA;7.93;5;;;;;;;;;;;
chlorophyllin;C007020;15611-43-5;Sjogren's Syndrome;MESH:D012859;;IL12A|STAT4;7.92;2;;;;;;;;;;;
amarogentin;C102609;21018-84-8;Arthritis, Rheumatoid;MESH:D001172;;CAT|PTGS2;7.91;3;;;;;;;;;;;
IkK-16 compound;C000630125;;Arthritis, Rheumatoid;MESH:D001172;;IL10|TNF;7.91;6;;;;;;;;;;;
Iohexol;D007472;66108-95-0;Arthritis, Rheumatoid;MESH:D001172;;CXCL8|IL1B|LCN2|TNF;7.91;8;;;;;;;;;;;
fludarabine;C024352;21679-14-1;Arthritis, Rheumatoid;MESH:D001172;;SOD2|STAT1|TXNIP|VEGFA;7.90;5;;;;;;;;;;;
myrtucommulone A;C455139;;Arthritis, Rheumatoid;MESH:D001172;;CD40|TNF|TNFRSF11B;7.90;9;;;;;;;;;;;
((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide;C559381;;Arthritis, Rheumatoid;MESH:D001172;;GATA3|IFNG;7.89;2;;;;;;;;;;;
cloricromen;C025945;;Arthritis, Rheumatoid;MESH:D001172;;TNF|VEGFA;7.89;6;;;;;;;;;;;
Trehalose;D014199;99-20-7;Arthritis, Rheumatoid;MESH:D001172;;CAT|IFNG|SOD2;7.89;4;;;;;;;;;;;
2;4-dinitrofluorobenzene sulfonic acid;C045305;143134-35-4;Arthritis, Rheumatoid;MESH:D001172;;MPO|TLR2;7.88;3;;;;;;;;;;
boron nitride;C017282;;Arthritis, Rheumatoid;MESH:D001172;;CXCL2|IL1B|TNFAIP3;7.88;9;;;;;;;;;;;
cylindrospermopsin;C089595;143545-90-8;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|CAT|CCN1|CXCR4|GPRC5A|IL1B|NR4A3|TNF|TNFAIP3;7.88;14;;;;;;;;;;;
Xanthenes;D014966;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|AHR;7.88;3;;;;;;;;;;;
2-(4-(quinolin-2-yl-methoxy)phenyl)-2-cyclopentylacetic acid;C079315;128253-31-6;Arthritis, Rheumatoid;MESH:D001172;;ALOX5|MMP2;7.87;2;;;;;;;;;;;
fenbuconazole;C504383;;Arthritis, Rheumatoid;MESH:D001172;;CAT|MMP12|SOD2;7.87;5;;;;;;;;;;;
methyl isothiocyanate;C005227;556-61-6;Arthritis, Rheumatoid;MESH:D001172;;COL2A1|IL10;7.87;4;;;;;;;;;;;
bisphenol A glucuronide;C512161;;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|ABCC3;7.86;1;;;;;;;;;;;
methylformamide;C002950;123-39-7;Arthritis, Rheumatoid;MESH:D001172;;CCN2|GSDME|LY96|RCAN1;7.86;3;;;;;;;;;;;
PF 3758309;C550923;;Arthritis, Rheumatoid;MESH:D001172;;BCL2A1|TNFSF14|TRAF6;7.86;4;;;;;;;;;;;
phenylacetaldehyde;C013192;122-78-1;Arthritis, Rheumatoid;MESH:D001172;;CXCL8|TNF;7.86;7;;;;;;;;;;;
finrozole;C111409;;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|ABCG2;7.85;1;;;;;;;;;;;
Fungicides; Industrial;D005659;;Arthritis, Rheumatoid;MESH:D001172;;AHR|CAT|HSD11B1;7.85;3;;;;;;;;;;
trandolapril;C052035;;Arthritis, Rheumatoid;MESH:D001172;;CAT|NCF1|SOD2;7.85;5;;;;;;;;;;;
1-palmitoyl-2-arachidonyl-3-phosphorylcholine;C468114;;Arthritis, Rheumatoid;MESH:D001172;;AHR|TLR2;7.84;2;;;;;;;;;;;
CDRI 85-287;C066624;130064-18-5;Arthritis, Rheumatoid;MESH:D001172;;FASLG|TNF;7.84;6;;;;;;;;;;;
moxidectin;C027837;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCG2|MAB21L2;7.84;4;;;;;;;;;;;
santicizer 148;C049807;96300-95-7;Arthritis, Rheumatoid;MESH:D001172;;IL6|PTK2|RUNX2;7.84;4;;;;;;;;;;;
Tetanus Toxoid;D013745;;Arthritis, Rheumatoid;MESH:D001172;;IFNG|IL10;7.84;2;;;;;;;;;;;
tesmilifene;C043062;;Arthritis, Rheumatoid;MESH:D001172;;CD40|PTPRC;7.83;3;;;;;;;;;;;
troxerutin;C005865;7085-55-4;Arthritis, Rheumatoid;MESH:D001172;;CAT|IFNG|TNF;7.83;5;;;;;;;;;;;
4-Nitroquinoline-1-oxide;D015112;56-57-5;Sjogren's Syndrome;MESH:D012859;;IL12A|TNFAIP3;7.83;2;;;;;;;;;;;
Alpinia oxyphylla fruit extract;C442779;;Arthritis, Rheumatoid;MESH:D001172;;CCN2|MMP2;7.82;2;;;;;;;;;;;
Busulfan;D002066;55-98-1;Arthritis, Rheumatoid;MESH:D001172;;AHR|BMP4|PTGS2|STAT1|TNF;7.82;10;;;;;;;;;;;
pinoresinol;C103298;487-36-5;Arthritis, Rheumatoid;MESH:D001172;;PTGS2|TNF;7.82;7;;;;;;;;;;;
rossicaside B;C547390;;Arthritis, Rheumatoid;MESH:D001172;;PTGS2|TNF;7.82;7;;;;;;;;;;;
Vaticanol B;C522219;;Arthritis, Rheumatoid;MESH:D001172;;PTGS2|TNF;7.82;7;;;;;;;;;;;
N-(2;3-dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide;C451426;;Arthritis, Rheumatoid;MESH:D001172;;CAT|CTSD|PTGS2;7.81;4;;;;;;;;;;
2;3';4;4';5-pentachlorobiphenyl;C070055;;Arthritis, Rheumatoid;MESH:D001172;;ABCC3|AHR|BMP6|CYBB|GART|IL6|LHX2|NCF1|PADI4|PTGS2|RBPJ|SPRED2|TNF|TXNDC5;7.80;17;;;;;;;
corvitin;C558416;;Arthritis, Rheumatoid;MESH:D001172;;CAT|MMP2;7.80;2;;;;;;;;;;;
Tetrachloroethylene;D013750;127-18-4;Arthritis, Rheumatoid;MESH:D001172;;ANKRD55|BMP6|CAT|DNASE1L3|FKBP5|HAPLN1|IFNG|IL1RN|MIF|TNF|TXNIP;7.79;13;;;;;;;;;;;
4-hydroxyestradiol;C014036;5976-61-4;Arthritis, Rheumatoid;MESH:D001172;;MMP2|PTGS2|VEGFA;7.78;4;;;;;;;;;;;
Amitriptyline;D000639;50-48-6;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|CAT|CYBB|IL10|IL1B|IL6|VEGFA;7.78;9;;;;;;;;;;;
galaxolide;C033119;1222-05-5;Arthritis, Rheumatoid;MESH:D001172;;CAT|IL6|VEGFA;7.78;3;;;;;;;;;;;
astressin-2B;C528574;;Arthritis, Rheumatoid;MESH:D001172;;IL6|TNF;7.77;6;;;;;;;;;;;
dibenzofuran;C023614;132-64-9;Arthritis, Rheumatoid;MESH:D001172;;ACKR3|AHR|PTGS2;7.77;3;;;;;;;;;;;
Inorganic Chemicals;D007287;;Arthritis, Rheumatoid;MESH:D001172;;IL1B|TNF;7.77;6;;;;;;;;;;;
macrosphelide B;C097799;;Arthritis, Rheumatoid;MESH:D001172;;IL6|TNF;7.77;6;;;;;;;;;;;
manganese (III) meso-tetrakis(N-ethylpyridinium-2-yl)porphyrin;C431023;;Arthritis, Rheumatoid;MESH:D001172;;IL1B|TNF;7.77;6;;;;;;;;;;;
N-nitrosomorpholine;C002741;59-89-2;Arthritis, Rheumatoid;MESH:D001172;;ANXA3|CAT|ENO1|GC|NCF1|PON1|VEGFA;7.77;8;;;;;;;;;;;
phillygenin;C542294;;Arthritis, Rheumatoid;MESH:D001172;;IL1B|TNF;7.77;6;;;;;;;;;;;
p-hydroxycinnamaldehyde;C117045;;Arthritis, Rheumatoid;MESH:D001172;;IL1B|TNF;7.77;6;;;;;;;;;;;
R 121919;C412383;;Arthritis, Rheumatoid;MESH:D001172;;IL6|TNF;7.77;6;;;;;;;;;;;
copper(II) nitrate;C516433;;Arthritis, Rheumatoid;MESH:D001172;;AHR|CAT;7.76;2;;;;;;;;;;;
domoic acid;C012301;14277-97-5;Arthritis, Rheumatoid;MESH:D001172;;ABCC3|ABCC4|ADORA2A|HSD11B1|IGFBP3|PTGS2|SLC22A4|TNFAIP2|TNFAIP3|TNFRSF11B;7.76;11;;;;;;;;;;;
peginterferon alfa-2a;C100416;;Arthritis, Rheumatoid;MESH:D001172;;IL10|IL6|TNF;7.76;7;;;;;;;;;;;
dimethylglycine;C025138;1118-68-9;Arthritis, Rheumatoid;MESH:D001172;;CAT|SOD2;7.75;4;;;;;;;;;;;
epacadostat;C000613752;;Arthritis, Rheumatoid;MESH:D001172;;AHR|RUNX1;7.75;2;;;;;;;;;;;
Quinapril;D000077583;82586-55-8;Arthritis, Rheumatoid;MESH:D001172;;CXCL8|F2|IL6;7.75;4;;;;;;;;;;;
trans-10;cis-12-conjugated linoleic acid;C496197;;Arthritis, Rheumatoid;MESH:D001172;;PON1|PTGS2|SLC22A4|SOD2|TNF;7.75;12;;;;;;;;;;
Tungsten Compounds;D017973;;Arthritis, Rheumatoid;MESH:D001172;;CXCL2|CXCL8|IL1B|MMP10;7.75;5;;;;;;;;;;;
amorolfine;C038974;;Arthritis, Rheumatoid;MESH:D001172;;CXCL8|STAT1;7.74;3;;;;;;;;;;;
artemisinin;C031327;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC3|TNF;7.74;8;;;;;;;;;;;
Chloroform;D002725;67-66-3;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC3|CAT|CXCL8|IFNG;7.74;6;;;;;;;;;;;
Gadolinium;D005682;7440-54-2;Arthritis, Rheumatoid;MESH:D001172;;CAT|IL1B|IL6;7.74;4;;;;;;;;;;;
Itraconazole;D017964;84625-61-6;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|AHR|CXCL8|STAT1|TNF;7.74;11;;;;;;;;;;;
pentabrominated diphenyl ether 100;C517827;;Arthritis, Rheumatoid;MESH:D001172;;AHR|CALD1|COL2A1|GART|GGH|GSDME|ITGA6|MMP2|NCF2|SMS|TXNDC5;7.74;10;;;;;;;;;;;
nylestriol;C010722;;Arthritis, Rheumatoid;MESH:D001172;;IL6|TNFRSF11B;7.73;3;;;;;;;;;;;
Agmatine;D000376;306-60-5;Arthritis, Rheumatoid;MESH:D001172;;IL1B|IL6|TNF;7.71;7;;;;;;;;;;;
Biperiden;D001712;514-65-8;Arthritis, Rheumatoid;MESH:D001172;;BMP6|CXCL8|IL1B;7.71;5;;;;;;;;;;;
butachlor;C054409;23184-66-9;Arthritis, Rheumatoid;MESH:D001172;;CAT|IL10|TNF;7.71;6;;;;;;;;;;;
mepanipyrim;C104083;110235-47-7;Arthritis, Rheumatoid;MESH:D001172;;AHR|IL1B|IL6;7.71;5;;;;;;;;;;;
Nafcillin;D009254;147-52-4;Arthritis, Rheumatoid;MESH:D001172;;IL1B|IL6|TNF;7.71;7;;;;;;;;;;;
Betaine;D001622;107-43-7;Arthritis, Rheumatoid;MESH:D001172;;ABCC4|CAT|MTHFR|PTGS1|SOD2|TNF;7.70;11;;;;;;;;;;;
fedratinib;C528327;;Arthritis, Rheumatoid;MESH:D001172;;IL6|VEGFA;7.70;3;;;;;;;;;;;
LGM2605;C000630836;;Arthritis, Rheumatoid;MESH:D001172;;IL6|SOD2;7.70;5;;;;;;;;;;;
sargahydroquinoic acid;C528847;;Arthritis, Rheumatoid;MESH:D001172;;MMP2|TNF;7.70;6;;;;;;;;;;;
sodium silicate;C005691;1344-09-8;Arthritis, Rheumatoid;MESH:D001172;;MMP2|TNF;7.70;6;;;;;;;;;;;
SPL-334;C000602674;;Arthritis, Rheumatoid;MESH:D001172;;IFNG|IL6;7.70;2;;;;;;;;;;;
Proadifen;D011335;302-33-0;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|ABCG2|TNF;7.69;6;;;;;;;;;;;
thifluzamide;C494892;;Arthritis, Rheumatoid;MESH:D001172;;CXCR4|DDIT4|SPRED2|TXNDC5|TXNIP|VEGFA;7.69;6;;;;;;;;;;;
4-phenylenediamine;C029728;106-50-3;Sjogren's Syndrome;MESH:D012859;;PRDM1|TNFAIP3;7.69;2;;;;;;;;;;;
carboprostacyclin;C026678;69552-46-1;Arthritis, Rheumatoid;MESH:D001172;;IL10|TNF;7.68;6;;;;;;;;;;;
isosafrole;C015959;120-58-1;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|AHR;7.68;3;;;;;;;;;;;
methyl gallate;C052082;99-24-1;Arthritis, Rheumatoid;MESH:D001172;;IL10|TNF;7.68;6;;;;;;;;;;;
2-methoxy-5-((3;4;5-trimethosyphenyl)seleninyl)phenol;C000612164;;Arthritis, Rheumatoid;MESH:D001172;;MMP2|VEGFA;7.67;2;;;;;;;;;
4-hydroxy-3-(4-(2-hydroxyphenyl)phenyl)-6-oxo-7H-thieno(2;3-b)pyridine-5-carbonitrile;C512408;;Arthritis, Rheumatoid;MESH:D001172;;SOD2|TNF;7.66;8;;;;;;;;;;
Citric Acid;D019343;77-92-9;Arthritis, Rheumatoid;MESH:D001172;;CAT|COL2A1|VEGFA;7.66;4;;;;;;;;;;;
enterotoxin A; Staphylococcal;C026066;37337-57-8;Arthritis, Rheumatoid;MESH:D001172;;IFNG|TNF;7.66;5;;;;;;;;;;
4-(benzylamino)-2-((2-(3-chloro-4-hydroxyphenyl)ethyl)amino)pyrimidine-5-carboxamide;C544923;;Arthritis, Rheumatoid;MESH:D001172;;IL10|VEGFA;7.65;3;;;;;;;;;;;
entacapone;C071192;116314-67-1;Arthritis, Rheumatoid;MESH:D001172;;CXCL8|IL1B|PTGS2;7.65;5;;;;;;;;;;;
Troglitazone;D000077288;97322-87-7;Sjogren's Syndrome;MESH:D012859;;FCGR2A|NCF1|PHIP|PRDM1|PTTG1|TNFAIP3;7.65;3;;;;;;;;;;;
1 alpha;24-dihydroxyvitamin D3;C023850;60965-80-2;Arthritis, Rheumatoid;MESH:D001172;;IFNG|IL10;7.64;2;;;;;;;;;;
Diflunisal;D004061;22494-42-4;Arthritis, Rheumatoid;MESH:D001172;;IL1B|IL6|TNF;7.64;7;;;;;;;;;;;
methotrexate polyglutamate;C014085;82334-40-5;Arthritis, Rheumatoid;MESH:D001172;;ADORA2A|ATIC;7.64;2;;;;;;;;;;;
pirarubicin;C027260;;Arthritis, Rheumatoid;MESH:D001172;;ABCC3|IL1B|IL6|TNF;7.64;8;;;;;;;;;;;
4-(4-(3-hydroxyphenyl)-3-(4-methylphenyl)-6-oxo-1H;4H;5H;6H-pyrrolo(3;4-c)pyrazol-5-yl)benzoic acid;C583126;;Arthritis, Rheumatoid;MESH:D001172;;ABCG2|IL1B;7.63;4;;;;;;;
ethyl 5-(4;6-dimethoxypyrimidin-2-ylcarbamoylsulfamoyl)-1-methylpyrazole-4-carboxylate;C433343;;Arthritis, Rheumatoid;MESH:D001172;;CAT|IL1B;7.63;3;;;;;;;;;;
Ethylmercuric Chloride;D005034;107-27-7;Arthritis, Rheumatoid;MESH:D001172;;CXCL8|TNF;7.63;7;;;;;;;;;;;
proadrenomedullin (9-20);C108283;;Arthritis, Rheumatoid;MESH:D001172;;CXCL8|TNF;7.63;7;;;;;;;;;;;
GSK2193874;C000628859;;Arthritis, Rheumatoid;MESH:D001172;;IL18|IL6;7.62;3;;;;;;;;;;;
nickel acetate;C119536;;Arthritis, Rheumatoid;MESH:D001172;;ABCC3|CP|IGFBP3|RUNX1;7.62;4;;;;;;;;;;;
Phencyclidine;D010622;77-10-1;Arthritis, Rheumatoid;MESH:D001172;;ADORA2A|NCF1|SOD2|TNF;7.62;10;;;;;;;;;;;
Ritodrine;D012312;26652-09-5;Arthritis, Rheumatoid;MESH:D001172;;ABCC4|CCN1|LCN2|MTHFR;7.62;4;;;;;;;;;;;
thunberginol B;C079056;147666-81-7;Arthritis, Rheumatoid;MESH:D001172;;CSF2|TNF;7.62;6;;;;;;;;;;;
acenaphthene;C042552;83-32-9;Arthritis, Rheumatoid;MESH:D001172;;AHR|CXCL8;7.61;3;;;;;;;;;;;
Cilastatin; Imipenem Drug Combination;D000077728;92309-29-0;Arthritis, Rheumatoid;MESH:D001172;;CAT|IL1B|TNF;7.60;6;;;;;;;;;;
1-methyltryptophan;C525396;;Arthritis, Rheumatoid;MESH:D001172;;AHR|RUNX1;7.59;2;;;;;;;;;;;
7;8-diacetoxy-4-methylthiocoumarin;C540361;;Arthritis, Rheumatoid;MESH:D001172;;PTGS2|TNF;7.59;7;;;;;;;;;;
benzo(e)pyrene;C026487;192-97-2;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC3|ABCC4|ABCC5|AFF3|AHR|BGN|BLK|COL2A1|DHFR|IL2RB|IL6R|ITGA6|LY96|PLB1|PRKCQ|PTGS1|RAB8A|RUNX1|SLC25A12|TLE3;7.59;15;;;;;;;;;;;
lei gong teng;C041579;;Arthritis, Rheumatoid;MESH:D001172;;CAT|IL10|TNF;7.59;6;;;;;;;;;;;
salicylamide;C031060;;Arthritis, Rheumatoid;MESH:D001172;;ABCG2|AHR;7.59;2;;;;;;;;;;;
aluminum lactate;C104223;99874-23-4;Arthritis, Rheumatoid;MESH:D001172;;CAT|SOD2|TNF;7.58;8;;;;;;;;;;;
capsiate;C470213;;Arthritis, Rheumatoid;MESH:D001172;;IL2RA|VEGFA;7.58;4;;;;;;;;;;;
Fra a 1 allergen; Fragaria ananassa;C517508;;Arthritis, Rheumatoid;MESH:D001172;;CAT|TNF;7.58;5;;;;;;;;;;
isopentenyl pyrophosphate;C004809;358-71-4;Arthritis, Rheumatoid;MESH:D001172;;IFNG|IL2RA;7.58;4;;;;;;;;;;;
Caffeine;D002110;58-08-2;Sjogren's Syndrome;MESH:D012859;;DGKQ|GTF2I|IL12A|ITSN2|PHIP|TNFAIP3|TNIP1;7.58;2;;;;;;;;;;;
cumene;C015763;98-82-8;Arthritis, Rheumatoid;MESH:D001172;;CCN1|ENO1|MIF;7.57;3;;;;;;;;;;;
monoisoamyl-2;3-dimercaptosuccinate;C091888;;Arthritis, Rheumatoid;MESH:D001172;;ABCG2|CAT|SOD2;7.57;5;;;;;;;;;;
NAD;D009243;53-84-9;Arthritis, Rheumatoid;MESH:D001172;;CAT|CSF2|HSD11B1|IL1B;7.57;5;;;;;;;;;;;
astringin;C121481;;Arthritis, Rheumatoid;MESH:D001172;;IL6|MPO;7.56;3;;;;;;;;;;;
Bongkrekic Acid;D001865;11076-19-0;Arthritis, Rheumatoid;MESH:D001172;;ADIPOQ|PADI4;7.56;2;;;;;;;;;;;
Quetiapine Fumarate;D000069348;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCG2|CAT|MPO;7.56;5;;;;;;;;;;;
Strontium-90;C000615490;;Arthritis, Rheumatoid;MESH:D001172;;RUNX2|TNFRSF11B;7.56;2;;;;;;;;;;;
Carotenoids;D002338;36-88-4;Arthritis, Rheumatoid;MESH:D001172;;CAT|SOD2;7.55;4;;;;;;;;;;;
Ospemifene;C119141;;Arthritis, Rheumatoid;MESH:D001172;;IL6|TNFRSF11B;7.55;3;;;;;;;;;;;
1-((5-chloro-1H-indol-2-yl)carbonyl)-4-methylpiperazine;C484309;;Arthritis, Rheumatoid;MESH:D001172;;IL1B|TNF;7.54;6;;;;;;;;;;;
2-acetoxy-5-(2-4-(trifluoromethyl)phenethylamino)benzoic acid;C575483;;Arthritis, Rheumatoid;MESH:D001172;;IL1B|TNF;7.54;6;;;;;;;;;;;
Devazepide;D020109;103420-77-5;Arthritis, Rheumatoid;MESH:D001172;;IL6|TNF;7.54;6;;;;;;;;;;;
L 365260;C058121;118101-09-0;Arthritis, Rheumatoid;MESH:D001172;;IL6|TNF;7.54;6;;;;;;;;;;;
