Chemical Name;Chemical ID;CAS RN;Disease Name;Disease ID;Direct Evidence;Inference Network;Inference Score;Reference Count;;;;;;;;;;;;;;
ferric ammonium citrate;C013531;1185-57-5;Pain, Intractable;MESH:D010148;;CXCL8;4.06;1;;;;;;;;;;;;;;
glyceryl 2-arachidonate;C094503;;Pain, Intractable;MESH:D010148;;CXCL8;4.06;1;;;;;;;;;;;;;;
Hydrolyzable Tannins;D047348;;Pain, Intractable;MESH:D010148;;CXCL8;4.06;1;;;;;;;;;;;;;;
Phenylbutyrates;D010654;;Pain, Intractable;MESH:D010148;;CXCL8;4.06;1;;;;;;;;;;;;;;
Ammonium Chloride;D000643;12125-02-9;Paroxysmal Extreme Pain Disorder;MESH:C563475;;SCN9A;4.06;3;;;;;;;;;;;;;;
Cholera Toxin;D002772;9012-63-9;Angina Pectoris;MESH:D000787;;AVP;4.05;2;;;;;;;;;;;;;;
hydroxyflutamide;C014290;52806-53-8;Angina Pectoris;MESH:D000787;;AVP;4.05;2;;;;;;;;;;;;;;
1;10-phenanthroline;C025205;66-71-7;Angina, Stable;MESH:D060050;;MMP9;4.05;1;;;;;;;;;;;;;
fenvalerate;C017690;51630-58-1;Angina, Stable;MESH:D060050;;MMP9|TNF;4.05;1;;;;;;;;;;;;;;
mirdametinib;C506614;;Angina, Stable;MESH:D060050;;TLR4;4.05;1;;;;;;;;;;;;;;
Rapeseed Oil;D000074262;;Angina, Stable;MESH:D060050;;TLR4;4.05;1;;;;;;;;;;;;;;
Volatile Organic Compounds;D055549;;Angina, Stable;MESH:D060050;;TLR4|TNF;4.05;1;;;;;;;;;;;;;;
methyl salicylate;C033069;119-36-8;Angina, Unstable;MESH:D000789;;CXCL8;4.05;1;;;;;;;;;;;;;;
N-Formylmethionine Leucyl-Phenylalanine;D009240;59880-97-6;Angina, Unstable;MESH:D000789;;CXCL8;4.05;1;;;;;;;;;;;;;;
archazolid B;C519728;;Arthralgia;MESH:D018771;;MVK;4.05;1;;;;;;;;;;;;;;
Loperamide;D008139;53179-11-6;Arthralgia;MESH:D018771;;MVK;4.05;1;;;;;;;;;;;;;;
Oligomycins;D009840;;Arthralgia;MESH:D018771;;MVK;4.05;1;;;;;;;;;;;;;;
tipifarnib;C402769;;Arthralgia;MESH:D018771;;MVK;4.05;1;;;;;;;;;;;;;;
Tetradecanoylphorbol Acetate;D013755;16561-29-8;EPISODIC PAIN SYNDROME, FAMILIAL, 1;OMIM:615040;;TRPA1;4.05;1;;;;;;;;;;;;;;
Mianserin;D008803;24219-97-4;Headache;MESH:D006261;;IL6|OXT;4.05;2;;;;;;;;;;;;;;
Go 6976;C081021;136194-77-9;Low Back Pain;MESH:D017116;;PLAT;4.05;1;;;;;;;;;;;;;;
Emodin;D004642;518-82-1;Musculoskeletal Pain;MESH:D059352;;ESR1;4.05;1;;;;;;;;;;;;;;
2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one;C085911;154447-36-6;Neuralgia;MESH:D009437;;AGER|HMGB1|TNF;4.05;2;;;;;;;;;;;;;;
estradiol-17 beta-benzoate;C010452;983-30-2;Neuralgia;MESH:D009437;;TAC1;4.05;1;;;;;;;;;;;;;;
Linuron;D008044;330-55-2;Neuralgia;MESH:D009437;;CYP17A1|TNF;4.05;2;;;;;;;;;;;;;;
ziprasidone;C092292;146939-27-7;Neuralgia;MESH:D009437;;HTR2C;4.05;1;;;;;;;;;;;;;;
Anthralin;D000875;480-22-8;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.05;1;;;;;;;;;;;;;;
Benzoyl Peroxide;D001585;94-36-0;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.05;1;;;;;;;;;;;;;;
citral;C007076;5392-40-5;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.05;1;;;;;;;;;;;;;;
entacapone;C071192;116314-67-1;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.05;1;;;;;;;;;;;;;;
Quinapril;D000077583;82586-55-8;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.05;1;;;;;;;;;;;;;;
Roxithromycin;D015575;80214-83-1;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.05;1;;;;;;;;;;;;;;
Thiourea;D013890;62-56-6;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.05;1;;;;;;;;;;;;;;
Trans Fatty Acids;D044242;;Neuralgia, Postherpetic;MESH:D051474;;SCN9A;4.05;1;;;;;;;;;;;;;;
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one;C093973;;Neuropathy, Painful;MESH:C564945;;THBD;4.05;1;;;;;;;;;;;;;;
arjunolic acid;C061640;465-00-9;Pain;MESH:D010146;;IL2|TNF;4.05;3;;;;;;;;;;;;;;
mesulergine;C031649;;Pain;MESH:D010146;;HTR7;4.05;1;;;;;;;;;;;;;;
Metergoline;D008711;17692-51-2;Pain;MESH:D010146;;HTR7;4.05;1;;;;;;;;;;;;;;
Neurokinin-1 Receptor Antagonists;D064729;;Pain;MESH:D010146;;TAC1;4.05;2;;;;;;;;;;;;;;
Nystatin;D009761;1400-61-9;Pain;MESH:D010146;;AKT1|ALB;4.05;2;;;;;;;;;;;;;;
omega-Chloroacetophenone;D002721;532-27-4;Pain;MESH:D010146;;TAC1;4.05;2;;;;;;;;;;;;;;
substance P; Sar(9)-Met(O2)(11)-;C062618;110880-55-2;Pain;MESH:D010146;;TAC1;4.05;2;;;;;;;;;;;;;
Fenbendazole;D005273;43210-67-9;Pain, Intractable;MESH:D010148;;CXCL8;4.05;1;;;;;;;;;;;;;;
nivalenol;C038405;23282-20-4;Pain, Intractable;MESH:D010148;;CXCL8;4.05;1;;;;;;;;;;;;;;
Selegiline;D012642;;Pain, Intractable;MESH:D010148;;CXCL8;4.05;1;;;;;;;;;;;;;;
vanillin;C100058;121-33-5;Pain, Intractable;MESH:D010148;;CXCL8;4.05;1;;;;;;;;;;;;;;
1-Methyl-4-phenylpyridinium;D015655;48134-75-4;Pain, Postoperative;MESH:D010149;;CRHR1;4.05;1;;;;;;;;;;;;;;
Fulvestrant;D000077267;129453-61-8;Pain, Postoperative;MESH:D010149;;ABCB1;4.05;1;;;;;;;;;;;;;;
gamabufotalin;C000612263;;Angina Pectoris;MESH:D000787;;PLAU;4.04;1;;;;;;;;;;;;;;
5-aminoisoquinolinone;C411425;;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;;;;;;
arjunolic acid;C061640;465-00-9;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;;;;;;
barium chloride;C024986;10361-37-2;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;;;;;;
Coumarins;D003374;;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;;;;;;
diminazene aceturate;C003915;908-54-3;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;;;;;;
erdosteine;C048498;84611-23-4;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;;;;;;
Ethylene Chlorohydrin;D005023;107-07-3;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;;;;;;
GW 6471;C449302;;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;;;;;;
manganese sulfate;C039798;7785-87-7;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;;;;;;
Metals;D008670;;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;;;;;;
N4-(2;2-dimethyl-3-oxo-4H-pyrid(1;4)oxazin-6-yl)-5-fluoro-N2-(3;4;5-trimethoxyphenyl)-2;4-pyrimidinediamine;C510788;;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;
Nitric Oxide Donors;D020030;;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;;;;;;
osteum;C013173;143-19-1;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;;;;;;
picolinic acid;C030614;98-98-6;Angina, Stable;MESH:D060050;;TNF;4.04;1;;;;;;;;;;;;;;
2-anthramine;C006593;613-13-8;Angina, Unstable;MESH:D000789;;CXCL8;4.04;1;;;;;;;;;;;;;;
2-xylene;C026114;95-47-6;Angina, Unstable;MESH:D000789;;CXCL8;4.04;1;;;;;;;;;;;;;;
3;3'-diindolylmethane;C016392;04/05/1968;Angina, Unstable;MESH:D000789;;PLAU;4.04;1;;;;;;;;;;;;;
acetyl methyl tetramethyl tetralin;C033116;21145-77-7;Angina, Unstable;MESH:D000789;;CXCL8;4.04;1;;;;;;;;;;;;;;
BAY 11-7085;C416282;;Angina, Unstable;MESH:D000789;;CXCL8;4.04;1;;;;;;;;;;;;;;
methyl-beta-cyclodextrin;C108732;;Angina, Unstable;MESH:D000789;;CXCL8;4.04;1;;;;;;;;;;;;;;
naphthenic acid;C046170;1338-24-5;Angina, Unstable;MESH:D000789;;CXCL8;4.04;1;;;;;;;;;;;;;;
ethylene dimethanesulfonate;C002994;;Arthralgia;MESH:D018771;;MVK;4.04;1;;;;;;;;;;;;;;
4-Aminopyridine;D015761;504-24-5;Back Pain;MESH:D001416;;PLAT;4.04;1;;;;;;;;;;;;;;
Diltiazem;D004110;42399-41-7;Dysmenorrhea;MESH:D004412;;OXT;4.04;1;;;;;;;;;;;;;;
Dibutyl Phthalate;D003993;84-74-2;EPISODIC PAIN SYNDROME, FAMILIAL, 1;OMIM:615040;;TRPA1;4.04;1;;;;;;;;;;;;;;
Aflatoxin B1;D016604;1162-65-8;EPISODIC PAIN SYNDROME, FAMILIAL, 2;OMIM:615551;;SCN10A;4.04;1;;;;;;;;;;;;;;
Imipramine;D007099;50-49-7;Eye Pain;MESH:D058447;;POMC;4.04;1;;;;;;;;;;;;;;
Lycopene;D000077276;502-65-8;Musculoskeletal Pain;MESH:D059352;;ESR1;4.04;1;;;;;;;;;;;;;;
Ozone;D010126;10028-15-6;Musculoskeletal Pain;MESH:D059352;;ESR1|GCH1;4.04;1;;;;;;;;;;;;;;
1-chloro-4-(2;2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene;C055238;62938-14-1;Neuralgia;MESH:D009437;;CYP17A1;4.04;1;;;;;;;;;;;;;
5;8;11;14-Eicosatetraynoic Acid;D015117;1191-85-1;Neuralgia;MESH:D009437;;IL12B;4.04;1;;;;;;;;;;;
ethylisopropylamiloride;C039614;1154-25-2;Neuralgia;MESH:D009437;;IL12B;4.04;1;;;;;;;;;;;;;;
lead chromate;C031895;11119-70-3;Neuralgia;MESH:D009437;;PRKG1;4.04;1;;;;;;;;;;;;;;
Lithium;D008094;7439-93-2;Neuralgia;MESH:D009437;;IL12B|TAC1|TNF;4.04;3;;;;;;;;;;;;;;
N(6)-(3-iodobenzyl)-5'-N-methylcarboxamidoadenosine;C084956;152918-18-8;Neuralgia;MESH:D009437;;IL12B;4.04;1;;;;;;;;;;;;;;
Polybrominated Biphenyls;D011075;;Neuralgia;MESH:D009437;;CYP17A1;4.04;1;;;;;;;;;;;;;;
1;2-naphthoquinone;C040756;524-42-5;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.04;1;;;;;;;;;;;;;
Bandrowski's base;C051597;20048-27-5;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.04;1;;;;;;;;;;;;;;
Biotin;D001710;58-85-5;Neuralgia, Postherpetic;MESH:D051474;;SCN9A;4.04;1;;;;;;;;;;;;;;
Biperiden;D001712;514-65-8;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.04;1;;;;;;;;;;;;;;
dieckol;C503840;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.04;1;;;;;;;;;;;;;;
Gliotoxin;D005912;67-99-2;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.04;1;;;;;;;;;;;;;;
lipoteichoic acid;C009900;56411-57-5;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.04;1;;;;;;;;;;;;;;
Stigmasterol;D013265;83-48-7;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.04;1;;;;;;;;;;;;;;
Ampicillin;D000667;69-53-4;Neuropathy, Painful;MESH:C564945;;HMGB1;4.04;1;;;;;;;;;;;;;;
1-bromopropane;C118559;106-94-5;Pain;MESH:D010146;;DRD2|HTR1A|TNF;4.04;4;;;;;;;;;;;;;;
Amoxapine;D000657;14028-44-5;Pain;MESH:D010146;;DRD2|TAC1;4.04;3;;;;;;;;;;;;;;
indium trichloride;C020758;10025-82-8;Pain;MESH:D010146;;ALB|COMT;4.04;2;;;;;;;;;;;;;;
levocabastine;C047340;79516-68-0;Pain;MESH:D010146;;HRH1;4.04;2;;;;;;;;;;;;;;
sepiapterin;C016727;;Pain;MESH:D010146;;GCH1;4.04;1;;;;;;;;;;;;;;
1;3-dimethylthiourea;C038983;61805-96-7;Pain, Intractable;MESH:D010148;;CXCL8;4.04;1;;;;;;;;;;;;;
7-ketocholesterol;C003001;566-28-9;Pain, Intractable;MESH:D010148;;CXCL8;4.04;1;;;;;;;;;;;;;;
Cladribine;D017338;4291-63-8;Pain, Intractable;MESH:D010148;;CXCL8;4.04;1;;;;;;;;;;;;;;
formononetin;C007768;485-72-3;Pain, Intractable;MESH:D010148;;CXCL8;4.04;1;;;;;;;;;;;;;;
isoeugenol;C036643;97-54-1;Pain, Intractable;MESH:D010148;;CXCL8;4.04;1;;;;;;;;;;;;;;
Pemetrexed;D000068437;;Pain, Intractable;MESH:D010148;;CXCL8;4.04;1;;;;;;;;;;;;;;
W 7;C017967;65595-90-6;Pain, Intractable;MESH:D010148;;CXCL8;4.04;1;;;;;;;;;;;;;;
5-hydroxyflavone;C062711;491-78-1;Pain, Postoperative;MESH:D010149;;ABCB1;4.04;1;;;;;;;;;;;;;;
amprenavir;C095108;;Pain, Postoperative;MESH:D010149;;ABCB1;4.04;1;;;;;;;;;;;;;;
mepirodipine;C050699;104713-75-9;Pain, Postoperative;MESH:D010149;;ABCB1;4.04;1;;;;;;;;;;;;;;
Atazanavir Sulfate;D000069446;;Angina, Stable;MESH:D060050;;TLR4;4.03;1;;;;;;;;;;;;;;
beta-ionone;C008157;14901-07-6;Angina, Stable;MESH:D060050;;TNF;4.03;1;;;;;;;;;;;;;;
dihydrotanshinone I;C000713095;;Angina, Stable;MESH:D060050;;TNF;4.03;1;;;;;;;;;;;;;;
Dipyrone;D004177;;Angina, Stable;MESH:D060050;;TNF;4.03;1;;;;;;;;;;;;;;
fenugreek seed meal;C056164;68990-15-8;Angina, Stable;MESH:D060050;;TNF;4.03;1;;;;;;;;;;;;;;
gamma-sitosterol;C025473;;Angina, Stable;MESH:D060050;;TNF;4.03;1;;;;;;;;;;;;;;
Glycine;D005998;56-40-6;Angina, Stable;MESH:D060050;;TNF;4.03;1;;;;;;;;;;;;;;
INT 131;C541917;;Angina, Stable;MESH:D060050;;TNF;4.03;1;;;;;;;;;;;;;;
Ketotifen;D007665;34580-13-7;Angina, Stable;MESH:D060050;;TNF;4.03;1;;;;;;;;;;;;;;
Nitrofurazone;D009583;59-87-0;Angina, Stable;MESH:D060050;;TNF;4.03;1;;;;;;;;;;;;;;
pimecrolimus;C117268;;Angina, Stable;MESH:D060050;;TNF;4.03;1;;;;;;;;;;;;;;
polymarcine;C008971;9006-42-2;Angina, Stable;MESH:D060050;;TNF;4.03;1;;;;;;;;;;;;;;
Propanil;D011411;709-98-8;Angina, Stable;MESH:D060050;;TNF;4.03;1;;;;;;;;;;;;;;
sulforaphane;C016766;;Angina, Stable;MESH:D060050;;TLR4|TNF;4.03;1;;;;;;;;;;;;;;
sulfoxaflor;C560328;;Angina, Stable;MESH:D060050;;TNF;4.03;1;;;;;;;;;;;;;;
4-((3-bromophenyl)amino)-6;7-dimethoxyquinazoline;C088860;;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;
4-octylphenol;C080417;1806-26-4;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;;
Bee Venoms;D001514;;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;;
brevetoxin 2;C546611;;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;;
captax;C005563;149-30-4;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;;
cerivastatin;C086276;;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;;
cobalt oxide;C060728;11104-61-3;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;;
Diatrizoate;D003973;117-96-4;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;;
Etodolac;D017308;41340-25-4;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;;
fexofenadine;C093230;;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;;
Leukotriene B4;D007975;71160-24-2;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;;
N-(N-(3;5-difluorophenacetyl)alanyl)phenylglycine tert-butyl ester;C419410;;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;
oxymatrine;C037573;16837-52-8;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;;
Ro 31-8220;C064758;125314-64-9;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;;
Ruthenium Red;D012430;11103-72-3;Angina, Unstable;MESH:D000789;;CXCL8;4.03;1;;;;;;;;;;;;;;
sodium pentaborate;C538809;;Arthralgia;MESH:D018771;;CSF3;4.03;1;;;;;;;;;;;;;;
Ceramides;D002518;;Back Pain;MESH:D001416;;PLAT;4.03;1;;;;;;;;;;;;;;
Cytochalasin D;D015638;22144-77-0;Back Pain;MESH:D001416;;PLAT;4.03;1;;;;;;;;;;;;;;
dorsomorphin;C516138;;Back Pain;MESH:D001416;;PLAT;4.03;1;;;;;;;;;;;;;;
Idazoxan;D019329;79944-58-4;Chest Pain;MESH:D002637;;CRH;4.03;1;;;;;;;;;;;;;;
Nitric Oxide Donors;D020030;;Chest Pain;MESH:D002637;;CRH;4.03;1;;;;;;;;;;;;;;
Atrazine;D001280;1912-24-9;Dysmenorrhea;MESH:D004412;;AVP;4.03;1;;;;;;;;;;;;;;
Estradiol;D004958;50-28-2;Dysmenorrhea;MESH:D004412;;AVP|OXT;4.03;1;;;;;;;;;;;;;;
Metoclopramide;D008787;364-62-5;Dysmenorrhea;MESH:D004412;;AVP;4.03;1;;;;;;;;;;;;;;
Indomethacin;D007213;53-86-1;EPISODIC PAIN SYNDROME, FAMILIAL, 1;OMIM:615040;;TRPA1;4.03;1;;;;;;;;;;;;;;
Acetaldehyde;D000079;75-07-0;Eye Pain;MESH:D058447;;POMC;4.03;1;;;;;;;;;;;;;;
Lycopene;D000077276;502-65-8;Eye Pain;MESH:D058447;;POMC;4.03;1;;;;;;;;;;;;;;
4-(5-benzo(1;3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide;C459179;;JANSEN-DE VRIES SYNDROME;OMIM:617450;;PPM1D;4.03;1;;;;;;;;;;;;;
Trichloroethylene;D014241;79-01-6;JANSEN-DE VRIES SYNDROME;OMIM:617450;;PPM1D;4.03;1;;;;;;;;;;;;;;
CI 1044;C418118;;Low Back Pain;MESH:D017116;;PLAT;4.03;1;;;;;;;;;;;;;;
methylmercury II;C030957;22967-92-6;Low Back Pain;MESH:D017116;;SPARC;4.03;1;;;;;;;;;;;;;;
deguelin;C107676;522-17-8;Musculoskeletal Pain;MESH:D059352;;COMT;4.03;1;;;;;;;;;;;;;;
procymidone;C035988;32809-16-8;Musculoskeletal Pain;MESH:D059352;;ESR1;4.03;1;;;;;;;;;;;;;;
Sodium Glutamate;D012970;142-47-2;Musculoskeletal Pain;MESH:D059352;;COMT;4.03;1;;;;;;;;;;;;;;
Inositol 1;4;5-Trisphosphate;D015544;85166-31-0;Neuralgia;MESH:D009437;;TAC1;4.03;1;;;;;;;;;;;;
Nizatidine;D016567;76963-41-2;Neuralgia;MESH:D009437;;TAC1;4.03;1;;;;;;;;;;;;;;
Thalidomide;D013792;50-35-1;Neuralgia;MESH:D009437;;CXCR2|IL12B|PRKG1|TNF;4.03;3;;;;;;;;;;;;;;
Carteolol;D002354;51781-06-7;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.03;1;;;;;;;;;;;;;;
cinnamyl alcohol;C020722;104-54-1;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.03;1;;;;;;;;;;;;;;
Emetine;D004640;483-18-1;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.03;1;;;;;;;;;;;;;;
goniothalamin;C103280;17303-67-2;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.03;1;;;;;;;;;;;;;;
GW 506033X;C000617853;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.03;1;;;;;;;;;;;;;;
Methylmethacrylate;D020366;80-62-6;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.03;1;;;;;;;;;;;;;;
2;3;5-trichloro-6-phenyl-(1;4)benzoquinone;C587734;;Neuropathy, Painful;MESH:C564945;;HMGB1;4.03;1;;;;;;;;;;;
Adenosine Triphosphate;D000255;56-65-5;Neuropathy, Painful;MESH:C564945;;HMGB1;4.03;1;;;;;;;;;;;;;;
Apigenin;D047310;520-36-5;Neuropathy, Painful;MESH:C564945;;HMGB1;4.03;1;;;;;;;;;;;;;;
10-nitro-oleic acid;C521487;;Pain;MESH:D010146;;AKT1|TNF;4.03;3;;;;;;;;;;;;;;
candoxatrilat;C060942;123898-42-0;Pain;MESH:D010146;;NPPA;4.03;1;;;;;;;;;;;;;;
Complex Mixtures;D045424;;Pain;MESH:D010146;;AKT1|TNF;4.03;3;;;;;;;;;;;;;;
Dichlorvos;D004006;62-73-7;Pain;MESH:D010146;;ALB|CNR1|DRD2|IL2|POMC|TNF;4.03;9;;;;;;;;;;;;;;
KN 93;C072105;139298-40-1;Pain;MESH:D010146;;AKT1|IL2|TNF;4.03;4;;;;;;;;;;;;;;
solasodine;C012037;126-17-0;Pain;MESH:D010146;;AKT1|TNF;4.03;3;;;;;;;;;;;;;;
15-deoxyprostaglandin J2;C477819;;Pain, Intractable;MESH:D010148;;CXCL8;4.03;1;;;;;;;;;;;;;;
Carrageenan;D002351;01/07/9000;Pain, Intractable;MESH:D010148;;CXCL8;4.03;1;;;;;;;;;;;;;;
doramapimod;C452139;;Pain, Intractable;MESH:D010148;;CXCL8;4.03;1;;;;;;;;;;;;;;
geranylgeranyl pyrophosphate;C002963;6699-20-3;Pain, Intractable;MESH:D010148;;CXCL8;4.03;1;;;;;;;;;;;;;;
Indirubin E804;C509867;;Pain, Intractable;MESH:D010148;;CXCL8;4.03;1;;;;;;;;;;;;;;
Iopamidol;D007479;62883-00-5;Pain, Intractable;MESH:D010148;;CXCL8;4.03;1;;;;;;;;;;;;;;
Peroxynitrous Acid;D030421;14691-52-2;Pain, Intractable;MESH:D010148;;CXCL8;4.03;1;;;;;;;;;;;;;;
Trihexyphenidyl;D014282;144-11-6;Pain, Intractable;MESH:D010148;;CXCL8;4.03;1;;;;;;;;;;;;;;
Methoxychlor;D008731;72-43-5;Pain, Postoperative;MESH:D010149;;CRHR1;4.03;1;;;;;;;;;;;;;;
perfluorohexanesulfonic acid;C471071;355-46-4;Toothache;MESH:D014098;;NPY1R;4.03;1;;;;;;;;;;;;;;
Deamino Arginine Vasopressin;D003894;16679-58-6;Angina Pectoris;MESH:D000787;;AVP;4.02;2;;;;;;;;;;;;;;
Phosphatidic Acids;D010712;;Angina Pectoris;MESH:D000787;;AVP;4.02;2;;;;;;;;;;;;;;
colistinmethanesulfonic acid;C004691;12705-41-8;Angina, Stable;MESH:D060050;;TLR4;4.02;1;;;;;;;;;;;;;;
indirubin;C027185;479-41-4;Angina, Unstable;MESH:D000789;;CXCL8;4.02;1;;;;;;;;;;;;;;
sphingosine 1-phosphate;C060506;26993-30-6;Angina, Unstable;MESH:D000789;;CXCL8;4.02;1;;;;;;;;;;;;;;
stearic acid;C031183;57-11-4;Angina, Unstable;MESH:D000789;;CXCL8;4.02;1;;;;;;;;;;;;;;
4;4'-diaminodiphenylmethane;C009505;101-77-9;Arthralgia;MESH:D018771;;MVK;4.02;1;;;;;;;;;;;;;
deoxynivalenol;C007262;51481-10-8;Cancer Pain;MESH:D000072716;;TMPRSS2;4.02;1;;;;;;;;;;;;;;
Paraquat;D010269;4685-14-7;Cancer Pain;MESH:D000072716;;TMPRSS2;4.02;1;;;;;;;;;;;;;;
Soot;D053260;;Cancer Pain;MESH:D000072716;;TMPRSS2;4.02;1;;;;;;;;;;;;;;
Testosterone;D013739;58-22-0;Cancer Pain;MESH:D000072716;;TMPRSS2;4.02;1;;;;;;;;;;;;;;
Dipyrone;D004177;;Chest Pain;MESH:D002637;;CRH;4.02;1;;;;;;;;;;;;;;
methyl tert-butyl ether;C043243;1634-04-4;Dysmenorrhea;MESH:D004412;;AVP;4.02;1;;;;;;;;;;;;;;
Lipopolysaccharides;D008070;;EPISODIC PAIN SYNDROME, FAMILIAL, 1;OMIM:615040;;TRPA1;4.02;1;;;;;;;;;;;;;;
Dioxins;D004147;;JANSEN-DE VRIES SYNDROME;OMIM:617450;;PPM1D;4.02;1;;;;;;;;;;;;;;
Aspirin;D001241;50-78-2;Low Back Pain;MESH:D017116;;PLAT|SPARC;4.02;2;;;;;;;;;;;;;;
zingiberis rhizome carbonisata;C000717949;;Low Back Pain;MESH:D017116;;SPARC;4.02;1;;;;;;;;;;;;;;
indeno(1;2;3-cd)pyrene;C041508;193-39-5;Musculoskeletal Pain;MESH:D059352;;ESR1;4.02;1;;;;;;;;;;;;
Silymarin;D012838;;Musculoskeletal Pain;MESH:D059352;;ESR1;4.02;1;;;;;;;;;;;;;;
Guanosine Triphosphate;D006160;86-01-1;Neuralgia;MESH:D009437;;OPRM1;4.02;2;;;;;;;;;;;;;;
Hyaluronic Acid;D006820;9004-61-9;Neuralgia;MESH:D009437;;IL12B|TNF;4.02;2;;;;;;;;;;;;;;
tribromodiphenyl ether 28;C533760;;Neuralgia;MESH:D009437;;CYP17A1;4.02;1;;;;;;;;;;;;;;
25-hydroxycholesterol;C007997;2140-46-7;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.02;1;;;;;;;;;;;;;;
6;2';4'-trimethoxyflavone;C546607;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.02;1;;;;;;;;;;;;
Linoleic Acids; Conjugated;D044243;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.02;1;;;;;;;;;;;;;
lipoxin A4;C040527;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.02;1;;;;;;;;;;;;;;
N-(2(R)-2-(hydroxamidocarbonylmethyl)-4-methylpentanoyl)-L-tryptophan methylamide;C078131;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.02;1;;;;;;;;;;;;;;
Peptidoglycan;D010457;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.02;1;;;;;;;;;;;;;;
stattic;C517409;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;4.02;1;;;;;;;;;;;;;;
Aconitine;D000157;302-27-2;Neuropathy, Painful;MESH:C564945;;THBD;4.02;1;;;;;;;;;;;;;;
Arsenic Trioxide;D000077237;1327-53-3;Neuropathy, Painful;MESH:C564945;;HMGB1|THBD;4.02;1;;;;;;;;;;;;;;
cinnamaldehyde;C012843;;Neuropathy, Painful;MESH:C564945;;HMGB1;4.02;1;;;;;;;;;;;;;;
